"title_es","title_en","id","category_id","company_id","area_id","account_id","for_sale","end_at","sale_price","for_rent","rent_price","is_rent_long_term","is_rent_short_term","is_rent_time_share","is_short_sale","is_repossessed","address1","postal_code","year_built","maintenance","maintenance_price","exemption","exemption_price","latitude","longitude","catastro","financing_rural","financing_fha","financing_conventional","financing_vivienda","financing_cash","financing_loan_with_repairs","financing_private","financing_assume_mortgage","status","bathrooms","rooms","sqf","sqm","internal_number","mls_number","co_number","cpr_number","zonification","internal_notes","showing_instructions","key_number","key_box","description_es","description_en","parkings","floors","extra","category_id"
"Calle Cerra # 621, Santurce","Calle Cerra # 621, Santurce",162159,31,1,85,32387,0,20161231,0.00,1,3500.00,0,0,0,0,0,"Cerra ","",0,NULL,0.00,NULL,0.00,NULL,NULL,"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED","",0,3595,532,"",NULL,NULL,NULL,"","","Para showings, Dionisio Román. ","","","Cerra, Santurce: Spacious commercial building located in Santurce, an upcoming trendy San Juan Area with great influence for new cuisine  and art galleries. The next Placita of Santurce. Great for restaurants, art gallery, office center or to establish your own business.  For more information cal 787-627-9736. \"¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD!\" Para ver esta y mas propiedades acceda: www.realityrealtypr.com. ","Cerra, Santurce: Spacious commercial building located in Santurce, an upcoming trendy San Juan Area with great influence for new cuisine  and art galleries. The next Placita of Santurce. Great for restaurants, art gallery, office center or to establish your own business.  For more information cal 787-627-9736. \"¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD!\" Para ver esta y mas propiedades acceda: www.realityrealtypr.com. ",0,0,NULL,22
"Susua Ward","Susua Ward",162158,8,1,62,32578,1,20161215,32000.00,0,0.00,0,0,0,0,1,"","",0,"",0.00,"",0.00,"","","360-071-344-03-000","","","","","","","","","PUBLISHED",0,0,0,4000,"CR-16-001","",3939711,"","","","","","","Reposeída.  Terreno comercial de aproximadamente 4,000 metros cuadrados equivalentes a 1.0177 cuerdas.  Toda oferta está sujeta a la aprobación final por el Banco.  
","Reposeída.  Terreno comercial de aproximadamente 4,000 metros cuadrados equivalentes a 1.0177 cuerdas.  Toda oferta está sujeta a la aprobación final por el Banco.  
",0,0,"",16
"Urb Villas del Bosque","Urb Villas del Bosque",162157,1,1,21,16921,0,20161030,0.00,1,550.00,1,0,0,0,0,"Margarita","00739",0,NULL,0.00,NULL,0.00,NULL,NULL,"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED",1,3,0,0,"A-01-16-032","","","",NULL,"","",129,"","Cidra Urb Villas del Bosque.  Excelente alternativa!  Casa duplex de 3 habitaciones, 1 baño, sala, comedor, cocina, laundry, marquesina sencilla, ventanas y puertas de seguridad.  Alquiler solo $550.  Llama hoy mismo para una cita a Juan Luis Hernandez 787-354-5055","Cidra Urb Villas del Bosque.  Excelente alternativa!  Casa duplex de 3 habitaciones, 1 baño, sala, comedor, cocina, laundry, marquesina sencilla, ventanas y puertas de seguridad.  Alquiler solo $550.  Llama hoy mismo para una cita a Juan Luis Hernandez 787-354-5055",0,0,NULL,1
"Bo. Montellano, Sector Bloquera, Cidra","Bo. Montellano, Sector Bloquera, Cidra",162156,1,1,21,16921,1,20161231,100000.00,0,0.00,0,0,0,0,0,"173 km. 1.6","00739",0,"",0.00,NULL,0.00,NULL,NULL,"249-000-008-46-001",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED",2,3,990,1000,"RI-CC-16-005",NULL,NULL,NULL,NULL,"","Llaves Nuset - Capital Crossing en la oficina de Caguas",15,"","Bo. Montellano, Sector Bloquera, Cidra. Residencia de 2 niveles y dos unidades en 1,000mts. de solar. El nivel principal tiene 3h, 2b, sala-comedor, cocina, balcón y marquesina extendida con érea de laundry tipo almacén. El nivel inferior es un área abierta con baño y cocina que podría dividirse en dos habitaciones y área de sala-comedor. la parte inferior también cuenta cib entrada independiente y área de patio y estacionamiento para varios autos. \"¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD!\" Para ver esta y mas propiedades acceda: www.realityrealtypr.com. ","Bo. Montellano, Sector Bloquera, Cidra. Residencia de 2 niveles y dos unidades en 1,000mts. de solar. El nivel principal tiene 3h, 2b, sala-comedor, cocina, balcón y marquesina extendida con érea de laundry tipo almacén. El nivel inferior es un área abierta con baño y cocina que podría dividirse en dos habitaciones y área de sala-comedor. la parte inferior también cuenta cib entrada independiente y área de patio y estacionamiento para varios autos. \"¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD!\" Para ver esta y mas propiedades acceda: www.realityrealtypr.com. ",0,0,NULL,1
"Las Vistas de Gurabo","Las Vistas de Gurabo",162155,6,1,33,32717,1,20181126,115000.00,0,0.00,0,0,0,0,0,"PR-931 Km. 5.0 Navarro ward","",0,"Y",0.00,"",0.00,"","","226-000-007-46-018","","","","","","","","","PUBLISHED",3.5,3,2596,0,"RI-CC-16-002 (CC ID 4201935)","",3939651,"",NULL,"LISTADO REASIGNADO A ERICK BRACERO (ANTES A. NUÑEZ)SEGUN EMAIL ERICK 12/16/16
- JLOPEZ.
LISTADO ASIGNADO A ROBIN ORTIZ - AGOSTO 2018.
19/NOV/18 CAMBIO PRECIO DE VENTA DE $159K A $115K (PENDIENTE EMAIL) - JLOPEZ. 
","Llaves en la oficina.  Nuset - Capital Crossing
La puerta al edificio del apartamento se queda abierta, en lo que es arreglada es importante que si visita el complejo, se asegure de cerrar la puerta al salir. Gracias",15,"","Las Vistas de Gurabo. Acogedor apartamento Penthouse en un tercer piso en muy buenas condiciones. El apartamento cuenta con tres niveles y dos estacionamientos. 1er nivel - sala, comedor, laundry. medio baño y balcón / 2ndo nivel - 3h, 2b / 3er nivel - amplio family con un baño completo y espaciosa terraza abierta. El apartamento está ubicado en un lindo complejo en el Bo. Navarro de Gurabo, con fácil acceso y acegedoras áreas recreativas.¡No lo pierdas, ven a verlo!\"¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD!\" Para ver esta y mas propiedades acceda: www.realityrealtypr.com. ","Las Vistas de Gurabo. Acogedor apartamento Penthouse en un tercer piso en muy buenas condiciones. El apartamento cuenta con tres niveles y dos estacionamientos. 1er nivel - sala, comedor, laundry. medio baño y balcón / 2ndo nivel - 3h, 2b / 3er nivel - amplio family con un baño completo y espaciosa terraza abierta. El apartamento está ubicado en un lindo complejo en el Bo. Navarro de Gurabo, con fácil acceso y acegedoras áreas recreativas.¡No lo pierdas, ven a verlo!\"¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD!\" Para ver esta y mas propiedades acceda: www.realityrealtypr.com. ",2,0,NULL,5
"Bo. Montellano, Sector Bloquera, Cidra","Bo. Montellano, Sector Bloquera, Cidra",162154,31,1,21,21393,1,20181206,125000.00,0,0.00,0,0,0,0,0,"173 Km. 2.0","",0,"",0.00,NULL,0.00,NULL,NULL,"249-000-008-27-000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED",0,0,0,0,"CI-CC-16-013 (CC ID 2064012931)","",3939632,"","","LISTADO REASIGNADO A JUAN LUIZ HDZ (ANTES A. NUÑEZ)SEGUN EMAIL ERICK 12/16/16
- JLOPEZ. 
5/SEPT/17 CAMBIO EN P/V DE $199K A $125K, SEGUN EMAIL ENVIADO POR ERICK BRACERO, SEGUN CONFERENCE CALL CON CAPITAL CROSSING - JLOPEZ.

-Listado asignado a Marcia Valdez (previamente asignado a Juan Luis Hdz) - 19/abril/18 JLOPEZ. ","Llaves Nuset - Capital Crossing en la oficina de Caguas",15,"","Propiedad para centro de actividades privadas, banquetes, bodas, etc. Las facilidades completas cuentan con 10,413p/c. Una estructura principal abierta de 5,744p/c, un área abierta sin techar estilo terraza con 1,745 p/c. Cuenta con otra estructura de 3 estudios de 1 cuarto/1 baño en 1,417 p/c y una estructura sin terminar de 1,507 p/c de érea de vivienda. La propiedad se encuentra a minutos del centro del pueblo.\"¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD!\" Para ver esta y mas propiedades acceda: www.realityrealtypr.com.  ","Propiedad para centro de actividades privadas, banquetes, bodas, etc. Las facilidades completas cuentan con 10,413p/c. Una estructura principal abierta de 5,744p/c, un área abierta sin techar estilo terraza con 1,745 p/c. Cuenta con otra estructura de 3 estudios de 1 cuarto/1 baño en 1,417 p/c y una estructura sin terminar de 1,507 p/c de érea de vivienda. La propiedad se encuentra a minutos del centro del pueblo.\"¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD!\" Para ver esta y mas propiedades acceda: www.realityrealtypr.com.  ",0,0,NULL,22
"Jesus T. Piñero Esq. Ferrocarril, Isabela","Jesus T. Piñero Esq. Ferrocarril, Isabela",162153,31,1,37,29037,1,20180513,149000.00,0,0.00,0,0,0,0,0,"Jes?3 T. Piñero Esq. Ferrocarril","",0,NULL,0.00,NULL,0.00,NULL,NULL,"003-096-054-30",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED","",0,4862,247,"CI-CC-16-006 (CC ID 364000431)","",3939568,"","C-3","","Llamar a Cristian Salvá al 787-922-9300.","","","Jesus T. Piñero Esq. Ferrocarril, Isabela. Propiedad ubicada en una de las principales avenidas del pueblo de Isabela con constante movimiento vehicular, perfecta para establecer negocio u oficina comercial,sujeto a permisos, justamente al lado de la sucursal del Banco Popular, oficina de Correo Postal, oficinas medicas y otras tiendas al detal y de servicios, llámenos ahora mismo para una cita. \"¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD!\" Para ver esta y mas propiedades acceda: www.realityrealtypr.com. 

","Jesus T. Piñero Esq. Ferrocarril, Isabela. Propiedad ubicada en una de las principales avenidas del pueblo de Isabela con constante movimiento vehicular, perfecta para establecer negocio u oficina comercial,sujeto a permisos, justamente al lado de la sucursal del Banco Popular, oficina de Correo Postal, oficinas medicas y otras tiendas al detal y de servicios, llámenos ahora mismo para una cita. \"¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD!\" Para ver esta y mas propiedades acceda: www.realityrealtypr.com. 

",0,0,NULL,22
"Apartamentos Del Duque","Apartamentos Del Duque",162152,46,1,12,32478,1,20160619,279000.00,0,0.00,0,0,0,0,0,"PR- 313 Km. 1.0 Monte Grande Ward","00623",0,NULL,0.00,NULL,0.00,NULL,NULL,"332-027-070-23",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED","",0,4880,463,"",NULL,NULL,NULL,"","","Llamar antes a Juan Carlos Amador 787-644-6462. ","Nuset","","Apt. Del Duque, Cabo Rojo. Tremenda oportunidad de inversión. Complejo de apartamentos con 4 unidades de 32 cuartos y 2 bañs. Garajes independientes con área de estacionamiento. Cerca del pueblo de Cabo Rojo. \"¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD!\" Para ver esta y mas propiedades acceda: www.realityrealtypr.com. ","Apt. Del Duque, Cabo Rojo. Tremenda oportunidad de inversión. Complejo de apartamentos con 4 unidades de 32 cuartos y 2 bañs. Garajes independientes con área de estacionamiento. Cerca del pueblo de Cabo Rojo. \"¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD!\" Para ver esta y mas propiedades acceda: www.realityrealtypr.com. ",0,0,NULL,15
"Cond. Royal","Cond. Royal",162151,7,1,79,32642,0,20161204,0.00,1,990.00,1,0,0,0,0,"","00919",0,NULL,0.00,NULL,0.00,NULL,NULL,"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED",2,2,0,0,"A-02-16-057","",1224331,"",NULL,"","Llamar a Lirio Pirallo (787) 340-0515 / Edward Barbosa 787-593-1465","","","Fresco y cómodo apartamento de 2 habitaciones, 2 baños, family, 2 estacionamientos bajo techo, en excelentes condiciones. Edificio moderno cerca de la zona bancaría de Hato Rey.

\"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver ésta y más propiedades acceda: www.realityrealtypr.com



","Fresco y cómodo apartamento de 2 habitaciones, 2 baños, family, 2 estacionamientos bajo techo, en excelentes condiciones. Edificio moderno cerca de la zona bancaría de Hato Rey.

\"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver ésta y más propiedades acceda: www.realityrealtypr.com



",2,0,NULL,5
"Bo. Carrizales, Hatillo","Bo. Carrizales, Hatillo",162150,40,1,34,29037,1,20170619,149000.00,0,0.00,0,0,0,0,0,"Rosales ","",0,NULL,0.00,NULL,0.00,NULL,NULL,"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED",6,0,2144,986,"CI-CC-16-005","",3939536,"","","","","","","Excelente propiedad comercial de aprox. 2,144p2 y solar de 986m2, perfecta para desarrollar cuido de niños, hogar de envejecientes, oficina médica o profesional sujeto a permisos o uso residencial, acceso a la carretera numero 2, a un minuto de Walmart, Home Depot y Sam's Club en Hatillo, llámenos para una cita. \"¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD!\" Para ver esta y mas propiedades acceda: www.realityrealtypr.com. ","Excelente propiedad comercial de aprox. 2,144p2 y solar de 986m2, perfecta para desarrollar cuido de niños, hogar de envejecientes, oficina médica o profesional sujeto a permisos o uso residencial, acceso a la carretera numero 2, a un minuto de Walmart, Home Depot y Sam's Club en Hatillo, llámenos para una cita. \"¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD!\" Para ver esta y mas propiedades acceda: www.realityrealtypr.com. ",0,0,NULL,15
"PR-180, Bo. Rio Jueyes, Salinas","PR-180, Bo. Rio Jueyes, Salinas",162149,44,1,63,21393,1,20191231,399000.00,0,0.00,0,0,0,0,0,"180 Km. 2.4","",0,"",0.00,NULL,0.00,NULL,NULL,"227-000-005-91",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED",0,0,0,0,"CI-CC-16-009 (CC ID 201409126001","",3939408,"","R-I & DT-G","","","","","PR-180 & 701, Rio Jueyes Ward, Salinas. Terreno vacante irregular (L form) completamente llano. Zonificación R-1 & DT-G. El terreno está clasificado con diferentes usos, industrial, comercial y desarrollo residencial. (23.1482) cuerdas, al lado de la Academia de Bomberos. \"¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD!\" Para ver esta y mas propiedades acceda: www.realityrealtypr.com.  ","PR-180 & 701, Rio Jueyes Ward, Salinas. Terreno vacante irregular (L form) completamente llano. Zonificación R-1 & DT-G. El terreno está clasificado con diferentes usos, industrial, comercial y desarrollo residencial. (23.1482) cuerdas, al lado de la Academia de Bomberos. \"¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD!\" Para ver esta y mas propiedades acceda: www.realityrealtypr.com.  ",0,0,"",15
"Ave. Andaluz, Lomas Verdes, Bayamóm","Ave. Andaluz, Lomas Verdes, Bayamóm",162148,31,1,11,32679,1,20180617,119000.00,0,0.00,0,0,0,0,0,"Andaluz","",0,NULL,0.00,NULL,0.00,NULL,NULL,"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED",0,0,2032,0,"CI-CC-16-002 (CC ID 964003433)","",3939386,"","RCM","","","","","Ave. Andaluz, Lomas Verdes, Bayamón. Propiedad con 3 locales, para un total de 2,032p2. Zonificación -Comercial, 5 parkings. La propiedad necesita reparaciones menores. \"¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD!\" Para ver esta y mas propiedades acceda: www.realityrealtypr.com. ","Ave. Andaluz, Lomas Verdes, Bayamón. Propiedad con 3 locales, para un total de 2,032p2. Zonificación -Comercial, 5 parkings. La propiedad necesita reparaciones menores. \"¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD!\" Para ver esta y mas propiedades acceda: www.realityrealtypr.com. ",0,0,NULL,22
"Ave. Andaluz, Lomas Verdes, Bayamóm","Ave. Andaluz, Lomas Verdes, Bayamóm",162147,31,1,11,32717,1,20191231,140000.00,0,0.00,0,0,0,0,0,"Andaluz","",0,NULL,0.00,NULL,0.00,NULL,NULL,"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED",0,0,1546,327,"CI-CC-16-001 (CC ID 96400343)","",3939376,"","","10/30/18 - Listado reasignado a Robin Ortiz (antes Aliber Lopez) - JLOPEZ.","","","","Ave. Andaluz, Lomas Verdes, Bayamón. Propiedad comercial que consta de 2 locales. 1,546p2 de building area, 327.16m2 site. En buenas condiciones. Zonificación (RCM), 5 parkings. \"¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD!\" Para ver esta y mas propiedades acceda: www.realityrealtypr.com. ","Ave. Andaluz, Lomas Verdes, Bayamón. Propiedad comercial que consta de 2 locales. 1,546p2 de building area, 327.16m2 site. En buenas condiciones. Zonificación (RCM), 5 parkings. \"¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD!\" Para ver esta y mas propiedades acceda: www.realityrealtypr.com. ",0,0,NULL,22
"Mansión del Sol","Mansión del Sol",162146,1,1,70,32642,0,20161203,0.00,1,1400.00,1,0,0,0,0,"Vía Matinal","00952-4049",0,NULL,0.00,NULL,0.00,NULL,NULL,"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED",2.5,4,0,0,"A-02-16-056","",1224258,"",NULL,"","Llamar a Lirio Pirallo 787-640-0515 / Edward Barbosa 787-593-1465.","","","Atractiva y cómoda casa de 2 niveles, con 4 habitaciones, 2.5 baños remodelados moderna, cocina con topes de granito y enseres de stainless steel, family room, marquesina doble y muchos detalles. En calle sin sálida y lista para mudarse.

\"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver ésta y más propiedades acceda: www.realityrealtypr.com","Atractiva y cómoda casa de 2 niveles, con 4 habitaciones, 2.5 baños remodelados moderna, cocina con topes de granito y enseres de stainless steel, family room, marquesina doble y muchos detalles. En calle sin sálida y lista para mudarse.

\"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver ésta y más propiedades acceda: www.realityrealtypr.com",0,0,NULL,1
"Calle Lolita Tizol  Esq. Reina Isabel - Ponce","Calle Lolita Tizol  Esq. Reina Isabel - Ponce",162145,31,1,58,32578,1,20170202,100000.00,0,0.00,0,0,0,0,0,"Calle Lolita Tizol Esq. Calle Reina Isabel","",0,NULL,0.00,NULL,0.00,NULL,NULL,"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED","",0,0,0,"CI-CC-16-008",NULL,NULL,NULL,"","","","","","Local comercial ubicado cerca de escuelas, oficinas de gobierno, casco urbano de Ponce, museos y restaurantes. \"¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD!\" Para ver esta y mas propiedades acceda: www.realityrealtypr.com. ","Local comercial ubicado cerca de escuelas, oficinas de gobierno, casco urbano de Ponce, museos y restaurantes. \"¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD!\" Para ver esta y mas propiedades acceda: www.realityrealtypr.com. ",0,0,NULL,22
"Villa Cristiana","Villa Cristiana",162144,1,1,45,32628,1,20161211,55000.00,0,0.00,0,0,0,0,0,"Egipto","00772",0,NULL,0.00,NULL,0.00,NULL,NULL,"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED",2,3,0,0,"02-16-103","",3938274,"",NULL,"","Llamar al lister: Gilberto Molina (787) 309-2996","","","Buena propiedad con 340mts. solar, 3 habitaciones y 2 baños, sala, comedor, cocina, y marquesina, Verja aldrededor con portón. A pasos de la playa Loiza.

\"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver ésta y más propiedades acceda: www.realityrealtypr.com


","Buena propiedad con 340mts. solar, 3 habitaciones y 2 baños, sala, comedor, cocina, y marquesina, Verja aldrededor con portón. A pasos de la playa Loiza.

\"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver ésta y más propiedades acceda: www.realityrealtypr.com


",0,0,NULL,1
"Chalets de la Playa","Chalets de la Playa",162143,6,1,74,32645,1,20170731,125000.00,0,0.00,0,0,0,0,0,"Apt. 163","00693",0,"Y",0.00,"",0.00,"","","","Y","","Y","","Y","","","","PUBLISHED",2.5,3,0,0,"05-16-081","",3938089,"",NULL,"Mantenimiento es  $70 mensual, pero hay una cuota de residentes anual de $850 que se puede dividir en mensualidades de $70.  Lo se convertiría en un pago mensual de $140.","Llamar a listadora:
María Martínez
787-604-2738","","","Apartamento con todas las comodidades de un resort, pero a un precio sumamente accesible. Penthouse de 3 habitaciones, 2.5 baños, balcón en el master, terraza, 7 abanicos de techo, estufa, nevera y calentador. Hermosas áreas verdes, 2 piscinas, gimnasio equipado, máquina de ejercicio al aire libre, canchas de tennis, volleyball y acceso exclusivo a la playa. Véalo, le encantará!  Se aceptan ofertas. 

¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RÉCORD!

Para ésta y más propiedades acceda a:  www.realityrealtypr.com.
","Apartamento con todas las comodidades de un resort, pero a un precio sumamente accesible. Penthouse de 3 habitaciones, 2.5 baños, balcón en el master, terraza, 7 abanicos de techo, estufa, nevera y calentador. Hermosas áreas verdes, 2 piscinas, gimnasio equipado, máquina de ejercicio al aire libre, canchas de tennis, volleyball y acceso exclusivo a la playa. Véalo, le encantará!  Se aceptan ofertas. 

¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RÉCORD!

Para ésta y más propiedades acceda a:  www.realityrealtypr.com.
",0,0,NULL,5
"Jardin Dorado","Jardin Dorado",162142,1,1,26,32152,1,20170430,169000.00,0,0.00,0,0,0,1,0,"del Olivo","00646",0,"",0.00,NULL,0.00,NULL,NULL,"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED",2.5,4,0,0,"SS-05-16-031",NULL,NULL,NULL,NULL,"","Llamar vendedores:
Yaritza Vázquez
787-796-4011 - Casa
787-307-3928 - Celular
787-883-5105 - Trabajo","","","Jardín Dorado, Dorado. Cul-de-Sac! Hermosa residencia de 4 habitaciones, 2.5 baños, sala, comedor, preciosa cocina, family, terraza en cemento y marquesina extendida.  Urbanización con control de acceso y seguridad 24/7.

Toda oferta sujeta a aprobación final del banco.

¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RÉCORD!

Para ésta y más propiedades acceda a:  www.realityrealtypr.com.","Jardín Dorado, Dorado. Cul-de-Sac! Hermosa residencia de 4 habitaciones, 2.5 baños, sala, comedor, preciosa cocina, family, terraza en cemento y marquesina extendida.  Urbanización con control de acceso y seguridad 24/7.

Toda oferta sujeta a aprobación final del banco.

¡PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RÉCORD!

Para ésta y más propiedades acceda a:  www.realityrealtypr.com.",0,0,NULL,1
"Cerca Univ. Sagrado Corazón, Santurce","Cerca Univ. Sagrado Corazón, Santurce",162141,4,1,85,32602,1,20170129,90000.00,0,0.00,0,0,0,0,0,"Pesante","",0,"",0.00,NULL,0.00,NULL,NULL,"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED",3,5,0,0,"01-16-071","",3937661,"",NULL,"","Llaves en Santurce
",43,"","Rebajada: $90,000.00 OMO. Casa de 2 unidades de vivienda y un espacio para studio.  En cada una hay 2 habitaciones, 1 baño, sala-comedor, cocina, laundry y balcón.  En 1er nivel marquesina doble.  En el 2do nivel amplia terraza.  Tres contadores de agua y luz independientes.  A dos calles de la Universidad del Sagrado Corazon.  Viva una y alquile las otras dos.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"  Para ver esta y más propiedades acceda: www.realityrealtypr.com","Rebajada: $90,000.00 OMO. Casa de 2 unidades de vivienda y un espacio para studio.  En cada una hay 2 habitaciones, 1 baño, sala-comedor, cocina, laundry y balcón.  En 1er nivel marquesina doble.  En el 2do nivel amplia terraza.  Tres contadores de agua y luz independientes.  A dos calles de la Universidad del Sagrado Corazon.  Viva una y alquile las otras dos.  \"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"  Para ver esta y más propiedades acceda: www.realityrealtypr.com",0,0,NULL,4
"Urb. Vistas del Río","Urb. Vistas del Río",162140,1,1,69,32654,0,20160918,0.00,1,980.00,1,0,0,0,0,1,"00953",0,NULL,0.00,NULL,0.00,NULL,NULL,"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED",2,3,0,0,"A-03-16-014","",1222034,"",NULL,"","Llamar a Nitza Ibarra (787) 518-7920","","","Excelente propiedad con 3 habitaciones, 2 baños, family, doble marquesina, 2 a/c, control de acceso, mucho patio, y cerca del Expreso de Corozal y 3 minutos de la Carr #2. Incluye pago asociación y corte de grama frontal. 

\"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver ésta y más propiedades acceda: www.realityrealtypr.com

","Excelente propiedad con 3 habitaciones, 2 baños, family, doble marquesina, 2 a/c, control de acceso, mucho patio, y cerca del Expreso de Corozal y 3 minutos de la Carr #2. Incluye pago asociación y corte de grama frontal. 

\"PORQUE VENDEMOS TU PROPIEDAD EN TIEMPO RECORD\"
Para ver ésta y más propiedades acceda: www.realityrealtypr.com

",0,0,NULL,1
"Bo Emajagua Sector Mariani","Bo Emajagua Sector Mariani",162136,1,1,49,32493,1,20161023,139000.00,0,0.00,0,0,0,0,0,"","",0,NULL,0.00,NULL,0.00,18.007500,-65.874802,"401-061-085-37-000",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED",2,3,0,0,"01-16-073",NULL,NULL,NULL,NULL,"18.007500, -65.874802","Nelson Santalices - 787-240-6561","","","Propiedad residencial con espectacular vista.  Consta de 2 habitaciones, 2 banos, sala, comedor, cocina y marquesina doble.","Propiedad residencial con espectacular vista.  Consta de 2 habitaciones, 2 banos, sala, comedor, cocina y marquesina doble.",0,0,NULL,1
"Hacienda Vista Real","Hacienda Vista Real",162135,8,1,69,14011,1,20171111,75000.00,0,0.00,0,0,0,0,0,"4 Solar 3","00953",0,"",0.00,"",0.00,"","","141-000-003-66","","","","","","","","","PUBLISHED",0,0,0,1109,"05-16-077","",3937461,"","","","Llamar agente listador:
Luz Maria Acevedo al 787-519-5571
*Tiene que marcar código para entrar 1231 - salir 015#","","","","",0,0,"llano",16
"Villa Phi Delta","Villa Phi Delta",162134,6,1,7,32493,0,20161212,0.00,1,995.00,0,0,0,0,0,"","00714",0,NULL,0.00,NULL,0.00,NULL,NULL,"",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"PUBLISHED",2.5,2,0,0,"A-16-031",NULL,NULL,NULL,NULL,"","","","","Apartamento en excelentes condiciones 2 habitaciones, 2.5 banos, sala, comedor, cocina y 3 estacionamientos.  Acceso directo a la playa, excelenete facilidades recreativas.  Piscina, canas y parques pasivos.  No alquiler de fines de semana ni por temporada.","Apartamento en excelentes condiciones 2 habitaciones, 2.5 banos, sala, comedor, cocina y 3 estacionamientos.  Acceso directo a la playa, excelenete facilidades recreativas.  Piscina, canas y parques pasivos.  No alquiler de fines de semana ni por temporada.",3,0,NULL,5
